Date,"Close Price"
"2018-05-22 00:00:00",8358.32
"2018-05-22 01:00:00",8285.38
"2018-05-22 02:00:00",8301.57
"2018-05-22 03:00:00",8324.29
"2018-05-22 04:00:00",8285.56
"2018-05-22 05:00:00",8302.76
"2018-05-22 06:00:00",8317.21
"2018-05-22 07:00:00",8312.66
"2018-05-22 08:00:00",8290.6
"2018-05-22 09:00:00",8235.89
"2018-05-22 10:00:00",8255.47
"2018-05-22 11:00:00",8198.78
"2018-05-22 12:00:00",8165.03
"2018-05-22 13:00:00",8218.71
"2018-05-22 14:00:00",8229.51
"2018-05-22 15:00:00",8229.62
"2018-05-22 16:00:00",8220.12
"2018-05-22 17:00:00",8214.4
"2018-05-22 18:00:00",8209.02
"2018-05-22 19:00:00",8184.43
"2018-05-22 20:00:00",8106.45
"2018-05-22 21:00:00",8069.75
"2018-05-22 22:00:00",7974.3
"2018-05-22 23:00:00",7987.46
"2018-05-23 00:00:00",7966.79
"2018-05-23 01:00:00",7910.08
"2018-05-23 02:00:00",7906.34
"2018-05-23 03:00:00",7951.15
"2018-05-23 04:00:00",7896.96
"2018-05-23 05:00:00",7913
"2018-05-23 06:00:00",7946.71
"2018-05-23 07:00:00",7850.81
"2018-05-23 08:00:00",7845.95
"2018-05-23 09:00:00",7847.07
"2018-05-23 10:00:00",7848.98
"2018-05-23 11:00:00",7864.35
"2018-05-23 12:00:00",7907.95
"2018-05-23 13:00:00",7903.68
"2018-05-23 14:00:00",7880.88
"2018-05-23 15:00:00",7712.68
"2018-05-23 16:00:00",7615.97
"2018-05-23 17:00:00",7517.08
"2018-05-23 18:00:00",7503.09
"2018-05-23 19:00:00",7588
"2018-05-23 20:00:00",7581.31
"2018-05-23 21:00:00",7637.28
"2018-05-23 22:00:00",7553.34
"2018-05-23 23:00:00",7515.1
"2018-05-24 00:00:00",7575.11
"2018-05-24 01:00:00",7601.42
"2018-05-24 02:00:00",7575.22
"2018-05-24 03:00:00",7612.51
"2018-05-24 04:00:00",7720.88
"2018-05-24 05:00:00",7685.54
"2018-05-24 06:00:00",7655
"2018-05-24 07:00:00",7554.93
"2018-05-24 08:00:00",7407.88
"2018-05-24 09:00:00",7387.17
"2018-05-24 10:00:00",7329.24
"2018-05-24 11:00:00",7364.29
"2018-05-24 12:00:00",7505.23
"2018-05-24 13:00:00",7491.66
"2018-05-24 14:00:00",7514.2
"2018-05-24 15:00:00",7567.27
"2018-05-24 16:00:00",7512.58
"2018-05-24 17:00:00",7515.58
"2018-05-24 18:00:00",7596.13
"2018-05-24 19:00:00",7589.08
"2018-05-24 20:00:00",7555.35
"2018-05-24 21:00:00",7532.03
"2018-05-24 22:00:00",7579.05
"2018-05-24 23:00:00",7575.74
"2018-05-25 00:00:00",7557.33
"2018-05-25 01:00:00",7559.42
"2018-05-25 02:00:00",7627.44
"2018-05-25 03:00:00",7600.42
"2018-05-25 04:00:00",7591.51
"2018-05-25 05:00:00",7625.73
"2018-05-25 06:00:00",7489.94
"2018-05-25 07:00:00",7435.99
"2018-05-25 08:00:00",7456.36
"2018-05-25 09:00:00",7396.06
"2018-05-25 10:00:00",7362.63
"2018-05-25 11:00:00",7453.29
"2018-05-25 12:00:00",7503.43
"2018-05-25 13:00:00",7484.46
"2018-05-25 14:00:00",7475.58
"2018-05-25 15:00:00",7495.27
"2018-05-25 16:00:00",7470.91
"2018-05-25 17:00:00",7439.19
"2018-05-25 18:00:00",7427.16
"2018-05-25 19:00:00",7422.64
"2018-05-25 20:00:00",7447.94
"2018-05-25 21:00:00",7437.81
"2018-05-25 22:00:00",7393.74
"2018-05-25 23:00:00",7462.64
"2018-05-26 00:00:00",7442.48
"2018-05-26 01:00:00",7441.38
"2018-05-26 02:00:00",7419.91
"2018-05-26 03:00:00",7435.59
"2018-05-26 04:00:00",7388.56
"2018-05-26 05:00:00",7433.45
"2018-05-26 06:00:00",7420.19
"2018-05-26 07:00:00",7552.39
"2018-05-26 08:00:00",7538.84
"2018-05-26 09:00:00",7543.91
"2018-05-26 10:00:00",7538.76
"2018-05-26 11:00:00",7531.07
"2018-05-26 12:00:00",7525.38
"2018-05-26 13:00:00",7535.11
"2018-05-26 14:00:00",7522.24
"2018-05-26 15:00:00",7536.17
"2018-05-26 16:00:00",7523.27
"2018-05-26 17:00:00",7552.11
"2018-05-26 18:00:00",7547.69
"2018-05-26 19:00:00",7532.03
"2018-05-26 20:00:00",7526.05
"2018-05-26 21:00:00",7462.62
"2018-05-26 22:00:00",7324.31
"2018-05-26 23:00:00",7332.2
"2018-05-27 00:00:00",7262.39
"2018-05-27 01:00:00",7277.61
"2018-05-27 02:00:00",7304.96
"2018-05-27 03:00:00",7297.87
"2018-05-27 04:00:00",7305.32
"2018-05-27 05:00:00",7277.67
"2018-05-27 06:00:00",7289.96
"2018-05-27 07:00:00",7314.38
"2018-05-27 08:00:00",7296.01
"2018-05-27 09:00:00",7319.87
"2018-05-27 10:00:00",7330.39
"2018-05-27 11:00:00",7340.72
"2018-05-27 12:00:00",7304.84
"2018-05-27 13:00:00",7298.49
"2018-05-27 14:00:00",7350.53
"2018-05-27 15:00:00",7335.23
"2018-05-27 16:00:00",7347.89
"2018-05-27 17:00:00",7353.58
"2018-05-27 18:00:00",7285.57
"2018-05-27 19:00:00",7297.86
"2018-05-27 20:00:00",7313.04
"2018-05-27 21:00:00",7329.75
"2018-05-27 22:00:00",7341.77
"2018-05-27 23:00:00",7343.56
"2018-05-28 00:00:00",7355.91
"2018-05-28 01:00:00",7366.88
"2018-05-28 02:00:00",7363.86
"2018-05-28 03:00:00",7382.58
"2018-05-28 04:00:00",7319.88
"2018-05-28 05:00:00",7182.43
"2018-05-28 06:00:00",7213.61
"2018-05-28 07:00:00",7232.37
"2018-05-28 08:00:00",7231.9
"2018-05-28 09:00:00",7212.92
"2018-05-28 10:00:00",7230.52
"2018-05-28 11:00:00",7221.81
"2018-05-28 12:00:00",7315.18
"2018-05-28 13:00:00",7275.41
"2018-05-28 14:00:00",7255.74
"2018-05-28 15:00:00",7230.95
"2018-05-28 16:00:00",7214.08
"2018-05-28 17:00:00",7229.89
"2018-05-28 18:00:00",7214.37
"2018-05-28 19:00:00",7228.8
"2018-05-28 20:00:00",7220.34
"2018-05-28 21:00:00",7161.07
"2018-05-28 22:00:00",7114.68
"2018-05-28 23:00:00",7106.1
"2018-05-29 00:00:00",7120.48
"2018-05-29 01:00:00",7113.15
"2018-05-29 02:00:00",7094.64
"2018-05-29 03:00:00",7118.73
"2018-05-29 04:00:00",7122.82
"2018-05-29 05:00:00",7103.64
"2018-05-29 06:00:00",7093.47
"2018-05-29 07:00:00",7134.5
"2018-05-29 08:00:00",7117.5
"2018-05-29 09:00:00",7126.01
"2018-05-29 10:00:00",7171.3
"2018-05-29 11:00:00",7390.18
"2018-05-29 12:00:00",7408.63
"2018-05-29 13:00:00",7448.75
"2018-05-29 14:00:00",7415.55
"2018-05-29 15:00:00",7428.52
"2018-05-29 16:00:00",7440.23
"2018-05-29 17:00:00",7495.38
"2018-05-29 18:00:00",7447.99
"2018-05-29 19:00:00",7466.99
"2018-05-29 20:00:00",7499.14
"2018-05-29 21:00:00",7492.11
"2018-05-29 22:00:00",7424.94
"2018-05-29 23:00:00",7454.14
"2018-05-30 00:00:00",7485.27
"2018-05-30 01:00:00",7512.26
"2018-05-30 02:00:00",7504.17
"2018-05-30 03:00:00",7492.31
"2018-05-30 04:00:00",7486.93
"2018-05-30 05:00:00",7496.35
"2018-05-30 06:00:00",7458.17
"2018-05-30 07:00:00",7486.38
"2018-05-30 08:00:00",7471.19
"2018-05-30 09:00:00",7483.18
"2018-05-30 10:00:00",7496.22
"2018-05-30 11:00:00",7501.42
"2018-05-30 12:00:00",7517.76
"2018-05-30 13:00:00",7508.33
"2018-05-30 14:00:00",7379.29
"2018-05-30 15:00:00",7326.37
"2018-05-30 16:00:00",7300.55
"2018-05-30 17:00:00",7316.4
"2018-05-30 18:00:00",7290.98
"2018-05-30 19:00:00",7310.05
"2018-05-30 20:00:00",7337.94
"2018-05-30 21:00:00",7335.76
"2018-05-30 22:00:00",7346.61
"2018-05-30 23:00:00",7376.44
"2018-05-31 00:00:00",7364.43
"2018-05-31 01:00:00",7346.67
"2018-05-31 02:00:00",7342.18
"2018-05-31 03:00:00",7363.6
"2018-05-31 04:00:00",7495.44
"2018-05-31 05:00:00",7495.5
"2018-05-31 06:00:00",7582.84
"2018-05-31 07:00:00",7562.61
"2018-05-31 08:00:00",7540.26
"2018-05-31 09:00:00",7532.4
"2018-05-31 10:00:00",7541.05
"2018-05-31 11:00:00",7537.79
"2018-05-31 12:00:00",7541.4
"2018-05-31 13:00:00",7539.44
"2018-05-31 14:00:00",7547.27
"2018-05-31 15:00:00",7553.27
"2018-05-31 16:00:00",7537.2
"2018-05-31 17:00:00",7575.22
"2018-05-31 18:00:00",7556.19
"2018-05-31 19:00:00",7545.27
"2018-05-31 20:00:00",7538.99
"2018-05-31 21:00:00",7547.83
"2018-05-31 22:00:00",7448.28
"2018-05-31 23:00:00",7488.1
"2018-06-01 00:00:00",7502.04
"2018-06-01 01:00:00",7488.17
"2018-06-01 02:00:00",7490.24
"2018-06-01 03:00:00",7488.38
"2018-06-01 04:00:00",7485.31
"2018-06-01 05:00:00",7491.42
"2018-06-01 06:00:00",7540.66
"2018-06-01 07:00:00",7571.02
"2018-06-01 08:00:00",7586.33
"2018-06-01 09:00:00",7535.84
"2018-06-01 10:00:00",7546.45
"2018-06-01 11:00:00",7382.03
"2018-06-01 12:00:00",7402.55
"2018-06-01 13:00:00",7415.75
"2018-06-01 14:00:00",7420.15
"2018-06-01 15:00:00",7438.06
"2018-06-01 16:00:00",7437.8
"2018-06-01 17:00:00",7422.5
"2018-06-01 18:00:00",7399.3
"2018-06-01 19:00:00",7437.29
"2018-06-01 20:00:00",7437.78
"2018-06-01 21:00:00",7437.52
"2018-06-01 22:00:00",7506.89
"2018-06-01 23:00:00",7517.98
"2018-06-02 00:00:00",7453.13
"2018-06-02 01:00:00",7488.32
"2018-06-02 02:00:00",7490.14
"2018-06-02 03:00:00",7489.64
"2018-06-02 04:00:00",7486.61
"2018-06-02 05:00:00",7519.81
"2018-06-02 06:00:00",7661.73
"2018-06-02 07:00:00",7643.97
"2018-06-02 08:00:00",7650.78
"2018-06-02 09:00:00",7641.27
"2018-06-02 10:00:00",7652.04
"2018-06-02 11:00:00",7644.71
"2018-06-02 12:00:00",7634.47
"2018-06-02 13:00:00",7633.27
"2018-06-02 14:00:00",7644.33
"2018-06-02 15:00:00",7620.49
"2018-06-02 16:00:00",7630.24
"2018-06-02 17:00:00",7631.99
"2018-06-02 18:00:00",7650.19
"2018-06-02 19:00:00",7662.54
"2018-06-02 20:00:00",7615.73
"2018-06-02 21:00:00",7629.41
"2018-06-02 22:00:00",7627.13
"2018-06-02 23:00:00",7637.08
"2018-06-03 00:00:00",7648.32
"2018-06-03 01:00:00",7636
"2018-06-03 02:00:00",7637.75
"2018-06-03 03:00:00",7644.95
"2018-06-03 04:00:00",7644.48
"2018-06-03 05:00:00",7649.09
"2018-06-03 06:00:00",7722.28
"2018-06-03 07:00:00",7710.67
"2018-06-03 08:00:00",7730.73
"2018-06-03 09:00:00",7740.63
"2018-06-03 10:00:00",7699.29
"2018-06-03 11:00:00",7707.33
"2018-06-03 12:00:00",7716.14
"2018-06-03 13:00:00",7720.22
"2018-06-03 14:00:00",7712.81
"2018-06-03 15:00:00",7720.32
"2018-06-03 16:00:00",7703.72
"2018-06-03 17:00:00",7695.7
"2018-06-03 18:00:00",7685.98
"2018-06-03 19:00:00",7710.47
"2018-06-03 20:00:00",7726.78
"2018-06-03 21:00:00",7691.85
"2018-06-03 22:00:00",7705.97
"2018-06-03 23:00:00",7709.62
"2018-06-04 00:00:00",7714.79
"2018-06-04 01:00:00",7705.97
"2018-06-04 02:00:00",7683.5
"2018-06-04 03:00:00",7691.17
"2018-06-04 04:00:00",7696.58
"2018-06-04 05:00:00",7673.01
"2018-06-04 06:00:00",7616.43
"2018-06-04 07:00:00",7604.66
"2018-06-04 08:00:00",7600.22
"2018-06-04 09:00:00",7613.65
"2018-06-04 10:00:00",7595.54
"2018-06-04 11:00:00",7512.98
"2018-06-04 12:00:00",7530.02
"2018-06-04 13:00:00",7506.53
"2018-06-04 14:00:00",7483.79
"2018-06-04 15:00:00",7502.98
"2018-06-04 16:00:00",7486.79
"2018-06-04 17:00:00",7481.35
"2018-06-04 18:00:00",7499.25
"2018-06-04 19:00:00",7494.49
"2018-06-04 20:00:00",7524.14
"2018-06-04 21:00:00",7533.95
"2018-06-04 22:00:00",7504.28
"2018-06-04 23:00:00",7492.79
"2018-06-05 00:00:00",7493.53
"2018-06-05 01:00:00",7484.25
"2018-06-05 02:00:00",7407.57
"2018-06-05 03:00:00",7413.57
"2018-06-05 04:00:00",7385.84
"2018-06-05 05:00:00",7432.2
"2018-06-05 06:00:00",7429.66
"2018-06-05 07:00:00",7409.89
"2018-06-05 08:00:00",7453.37
"2018-06-05 09:00:00",7423.45
"2018-06-05 10:00:00",7422.52
"2018-06-05 11:00:00",7423.2
"2018-06-05 12:00:00",7414.42
"2018-06-05 13:00:00",7395.35
"2018-06-05 14:00:00",7409.98
"2018-06-05 15:00:00",7498.61
"2018-06-05 16:00:00",7566.44
"2018-06-05 17:00:00",7612.09
"2018-06-05 18:00:00",7618.84
"2018-06-05 19:00:00",7623.34
"2018-06-05 20:00:00",7627.03
"2018-06-05 21:00:00",7589.48
"2018-06-05 22:00:00",7625.19
"2018-06-05 23:00:00",7615.95
"2018-06-06 00:00:00",7611.15
"2018-06-06 01:00:00",7634.86
"2018-06-06 02:00:00",7616.12
"2018-06-06 03:00:00",7610.36
"2018-06-06 04:00:00",7595.48
"2018-06-06 05:00:00",7608.04
"2018-06-06 06:00:00",7630.86
"2018-06-06 07:00:00",7621.98
"2018-06-06 08:00:00",7619.42
"2018-06-06 09:00:00",7595.88
"2018-06-06 10:00:00",7609.21
"2018-06-06 11:00:00",7616.01
"2018-06-06 12:00:00",7664.14
"2018-06-06 13:00:00",7633.35
"2018-06-06 14:00:00",7622.71
"2018-06-06 15:00:00",7654.48
"2018-06-06 16:00:00",7519.65
"2018-06-06 17:00:00",7525.39
"2018-06-06 18:00:00",7514.95
"2018-06-06 19:00:00",7526.32
"2018-06-06 20:00:00",7621.72
"2018-06-06 21:00:00",7661.22
"2018-06-06 22:00:00",7658.17
"2018-06-06 23:00:00",7654.23
"2018-06-07 00:00:00",7728.02
"2018-06-07 01:00:00",7716.99
"2018-06-07 02:00:00",7711.21
"2018-06-07 03:00:00",7711.37
"2018-06-07 04:00:00",7710.4
"2018-06-07 05:00:00",7708.25
"2018-06-07 06:00:00",7704.66
"2018-06-07 07:00:00",7702.76
"2018-06-07 08:00:00",7692.04
"2018-06-07 09:00:00",7702.1
"2018-06-07 10:00:00",7690.67
"2018-06-07 11:00:00",7689.72
"2018-06-07 12:00:00",7700.66
"2018-06-07 13:00:00",7697.68
"2018-06-07 14:00:00",7687.62
"2018-06-07 15:00:00",7688.77
"2018-06-07 16:00:00",7711.45
"2018-06-07 17:00:00",7692.05
"2018-06-07 18:00:00",7690.74
"2018-06-07 19:00:00",7693.31
"2018-06-07 20:00:00",7659.67
"2018-06-07 21:00:00",7660.13
"2018-06-07 22:00:00",7656.47
"2018-06-07 23:00:00",7687.54
"2018-06-08 00:00:00",7689.7
"2018-06-08 01:00:00",7675.28
"2018-06-08 02:00:00",7657.56
"2018-06-08 03:00:00",7643.09
"2018-06-08 04:00:00",7637.11
"2018-06-08 05:00:00",7633.87
"2018-06-08 06:00:00",7647.68
"2018-06-08 07:00:00",7631.19
"2018-06-08 08:00:00",7632.26
"2018-06-08 09:00:00",7628.7
"2018-06-08 10:00:00",7563.12
"2018-06-08 11:00:00",7562.11
"2018-06-08 12:00:00",7556.74
"2018-06-08 13:00:00",7583.04
"2018-06-08 14:00:00",7588.41
"2018-06-08 15:00:00",7639.5
"2018-06-08 16:00:00",7651.41
"2018-06-08 17:00:00",7651.87
"2018-06-08 18:00:00",7643.71
"2018-06-08 19:00:00",7637.84
"2018-06-08 20:00:00",7646.1
"2018-06-08 21:00:00",7652.35
"2018-06-08 22:00:00",7641.68
"2018-06-08 23:00:00",7616.11
"2018-06-09 00:00:00",7630.26
"2018-06-09 01:00:00",7653.57
"2018-06-09 02:00:00",7671.28
"2018-06-09 03:00:00",7662.46
"2018-06-09 04:00:00",7658.03
"2018-06-09 05:00:00",7660.06
"2018-06-09 06:00:00",7664.14
"2018-06-09 07:00:00",7651.23
"2018-06-09 08:00:00",7627.27
"2018-06-09 09:00:00",7639.37
"2018-06-09 10:00:00",7652.19
"2018-06-09 11:00:00",7640.93
"2018-06-09 12:00:00",7605.29
"2018-06-09 13:00:00",7594.55
"2018-06-09 14:00:00",7595.21
"2018-06-09 15:00:00",7616.84
"2018-06-09 16:00:00",7585.99
"2018-06-09 17:00:00",7597.26
"2018-06-09 18:00:00",7611
"2018-06-09 19:00:00",7614.06
"2018-06-09 20:00:00",7631.76
"2018-06-09 21:00:00",7616.34
"2018-06-09 22:00:00",7596.62
"2018-06-09 23:00:00",7495.38
"2018-06-10 00:00:00",7273.67
"2018-06-10 01:00:00",7329.13
"2018-06-10 02:00:00",7322.44
"2018-06-10 03:00:00",7279.12
"2018-06-10 04:00:00",7288.73
"2018-06-10 05:00:00",7305.43
"2018-06-10 06:00:00",7313.52
"2018-06-10 07:00:00",7195.49
"2018-06-10 08:00:00",7216.55
"2018-06-10 09:00:00",7238.31
"2018-06-10 10:00:00",7242.93
"2018-06-10 11:00:00",7233.92
"2018-06-10 12:00:00",7231.02
"2018-06-10 13:00:00",7271
"2018-06-10 14:00:00",7238.37
"2018-06-10 15:00:00",7232.49
"2018-06-10 16:00:00",7211.8
"2018-06-10 17:00:00",6764.5
"2018-06-10 18:00:00",6745.64
"2018-06-10 19:00:00",6842.75
"2018-06-10 20:00:00",6719.04
"2018-06-10 21:00:00",6744.53
"2018-06-10 22:00:00",6691.36
"2018-06-10 23:00:00",6760.05
"2018-06-11 00:00:00",6722.57
"2018-06-11 01:00:00",6742.64
"2018-06-11 02:00:00",6779.64
"2018-06-11 03:00:00",6772.79
"2018-06-11 04:00:00",6785.02
"2018-06-11 05:00:00",6736.24
"2018-06-11 06:00:00",6751.9
"2018-06-11 07:00:00",6666.94
"2018-06-11 08:00:00",6789.83
"2018-06-11 09:00:00",6772.3
"2018-06-11 10:00:00",6769.07
"2018-06-11 11:00:00",6786.95
"2018-06-11 12:00:00",6760.83
"2018-06-11 13:00:00",6749.82
"2018-06-11 14:00:00",6715.48
"2018-06-11 15:00:00",6704.44
"2018-06-11 16:00:00",6735.87
"2018-06-11 17:00:00",6719.96
"2018-06-11 18:00:00",6754.55
"2018-06-11 19:00:00",6768.33
"2018-06-11 20:00:00",6762.29
"2018-06-11 21:00:00",6771.99
"2018-06-11 22:00:00",6786.13
"2018-06-11 23:00:00",6876.6
"2018-06-12 00:00:00",6846.43
"2018-06-12 01:00:00",6857.84
"2018-06-12 02:00:00",6860.37
"2018-06-12 03:00:00",6820.42
"2018-06-12 04:00:00",6831.51
"2018-06-12 05:00:00",6844.14
"2018-06-12 06:00:00",6836.53
"2018-06-12 07:00:00",6827
"2018-06-12 08:00:00",6849.3
"2018-06-12 09:00:00",6845.43
"2018-06-12 10:00:00",6840.66
"2018-06-12 11:00:00",6835.17
"2018-06-12 12:00:00",6726.83
"2018-06-12 13:00:00",6738.36
"2018-06-12 14:00:00",6757.12
"2018-06-12 15:00:00",6760.09
"2018-06-12 16:00:00",6736.37
"2018-06-12 17:00:00",6731.22
"2018-06-12 18:00:00",6678.19
"2018-06-12 19:00:00",6513.27
"2018-06-12 20:00:00",6529.37
"2018-06-12 21:00:00",6547.88
"2018-06-12 22:00:00",6533.87
"2018-06-12 23:00:00",6550.69
"2018-06-13 00:00:00",6553.03
"2018-06-13 01:00:00",6549.87
"2018-06-13 02:00:00",6560.62
"2018-06-13 03:00:00",6554.12
"2018-06-13 04:00:00",6574.2
"2018-06-13 05:00:00",6571.24
"2018-06-13 06:00:00",6573.66
"2018-06-13 07:00:00",6549.33
"2018-06-13 08:00:00",6527.36
"2018-06-13 09:00:00",6408.6
"2018-06-13 10:00:00",6439.7
"2018-06-13 11:00:00",6452.12
"2018-06-13 12:00:00",6458.59
"2018-06-13 13:00:00",6447.13
"2018-06-13 14:00:00",6432.96
"2018-06-13 15:00:00",6377.48
"2018-06-13 16:00:00",6282.91
"2018-06-13 17:00:00",6306.61
"2018-06-13 18:00:00",6325.07
"2018-06-13 19:00:00",6285.89
"2018-06-13 20:00:00",6252.21
"2018-06-13 21:00:00",6276.12
"2018-06-13 22:00:00",6318.5
"2018-06-13 23:00:00",6299.03
"2018-06-14 00:00:00",6283.38
"2018-06-14 01:00:00",6308.77
"2018-06-14 02:00:00",6474.94
"2018-06-14 03:00:00",6493.36
"2018-06-14 04:00:00",6474.36
"2018-06-14 05:00:00",6471.64
"2018-06-14 06:00:00",6476.11
"2018-06-14 07:00:00",6476.55
"2018-06-14 08:00:00",6489.22
"2018-06-14 09:00:00",6494.4
"2018-06-14 10:00:00",6488.75
"2018-06-14 11:00:00",6527.33
"2018-06-14 12:00:00",6484.7
"2018-06-14 13:00:00",6369.53
"2018-06-14 14:00:00",6417.22
"2018-06-14 15:00:00",6337.06
"2018-06-14 16:00:00",6518.68
"2018-06-14 17:00:00",6615.32
"2018-06-14 18:00:00",6643.96
"2018-06-14 19:00:00",6642.96
"2018-06-14 20:00:00",6659.47
"2018-06-14 21:00:00",6649.67
"2018-06-14 22:00:00",6620.67
"2018-06-14 23:00:00",6635.26
"2018-06-15 00:00:00",6619.35
"2018-06-15 01:00:00",6591.89
"2018-06-15 02:00:00",6591.51
"2018-06-15 03:00:00",6600.59
"2018-06-15 04:00:00",6562.64
"2018-06-15 05:00:00",6580.24
"2018-06-15 06:00:00",6583.24
"2018-06-15 07:00:00",6577.17
"2018-06-15 08:00:00",6593.06
"2018-06-15 09:00:00",6592.24
"2018-06-15 10:00:00",6587.14
"2018-06-15 11:00:00",6525.06
"2018-06-15 12:00:00",6503.26
"2018-06-15 13:00:00",6503.43
"2018-06-15 14:00:00",6539.21
"2018-06-15 15:00:00",6545.54
"2018-06-15 16:00:00",6563.21
"2018-06-15 17:00:00",6541.67
"2018-06-15 18:00:00",6552.16
"2018-06-15 19:00:00",6549.9
"2018-06-15 20:00:00",6498.36
"2018-06-15 21:00:00",6479.53
"2018-06-15 22:00:00",6418.5
"2018-06-15 23:00:00",6407.98
"2018-06-16 00:00:00",6403.79
"2018-06-16 01:00:00",6449.08
"2018-06-16 02:00:00",6448.55
"2018-06-16 03:00:00",6416.45
"2018-06-16 04:00:00",6429.65
"2018-06-16 05:00:00",6457.2
"2018-06-16 06:00:00",6462.62
"2018-06-16 07:00:00",6463.3
"2018-06-16 08:00:00",6455.03
"2018-06-16 09:00:00",6462.91
"2018-06-16 10:00:00",6466.64
"2018-06-16 11:00:00",6453.36
"2018-06-16 12:00:00",6440.68
"2018-06-16 13:00:00",6410.46
"2018-06-16 14:00:00",6408.99
"2018-06-16 15:00:00",6359.58
"2018-06-16 16:00:00",6526.41
"2018-06-16 17:00:00",6527.31
"2018-06-16 18:00:00",6509.03
"2018-06-16 19:00:00",6496.21
"2018-06-16 20:00:00",6524.61
"2018-06-16 21:00:00",6526.71
"2018-06-16 22:00:00",6532.12
"2018-06-16 23:00:00",6487.36
"2018-06-17 00:00:00",6518.77
"2018-06-17 01:00:00",6519.24
"2018-06-17 02:00:00",6518.1
"2018-06-17 03:00:00",6534.57
"2018-06-17 04:00:00",6537.08
"2018-06-17 05:00:00",6510.04
"2018-06-17 06:00:00",6509.26
"2018-06-17 07:00:00",6528.53
"2018-06-17 08:00:00",6518.3
"2018-06-17 09:00:00",6527.65
"2018-06-17 10:00:00",6517.78
"2018-06-17 11:00:00",6508.83
"2018-06-17 12:00:00",6453.95
"2018-06-17 13:00:00",6487.09
"2018-06-17 14:00:00",6474.94
"2018-06-17 15:00:00",6518.13
"2018-06-17 16:00:00",6504.57
"2018-06-17 17:00:00",6498.04
"2018-06-17 18:00:00",6507
"2018-06-17 19:00:00",6522.56
"2018-06-17 20:00:00",6490.47
"2018-06-17 21:00:00",6496.28
"2018-06-17 22:00:00",6484.6
"2018-06-17 23:00:00",6444
"2018-06-18 00:00:00",6404.59
"2018-06-18 01:00:00",6427.14
"2018-06-18 02:00:00",6432.89
"2018-06-18 03:00:00",6413.4
"2018-06-18 04:00:00",6407.33
"2018-06-18 05:00:00",6426.75
"2018-06-18 06:00:00",6438.95
"2018-06-18 07:00:00",6438.68
"2018-06-18 08:00:00",6467.77
"2018-06-18 09:00:00",6460.06
"2018-06-18 10:00:00",6435.44
"2018-06-18 11:00:00",6425.13
"2018-06-18 12:00:00",6427.17
"2018-06-18 13:00:00",6435.71
"2018-06-18 14:00:00",6454.32
"2018-06-18 15:00:00",6454.77
"2018-06-18 16:00:00",6642.23
"2018-06-18 17:00:00",6729.8
"2018-06-18 18:00:00",6727.2
"2018-06-18 19:00:00",6702.69
"2018-06-18 20:00:00",6726.82
"2018-06-18 21:00:00",6717.21
"2018-06-18 22:00:00",6706.94
"2018-06-18 23:00:00",6708.84
"2018-06-19 00:00:00",6718.07
"2018-06-19 01:00:00",6713.64
"2018-06-19 02:00:00",6686.13
"2018-06-19 03:00:00",6687.49
"2018-06-19 04:00:00",6707.3
"2018-06-19 05:00:00",6704.21
"2018-06-19 06:00:00",6684.03
"2018-06-19 07:00:00",6702.31
"2018-06-19 08:00:00",6695.36
"2018-06-19 09:00:00",6714.77
"2018-06-19 10:00:00",6709.57
"2018-06-19 11:00:00",6731.55
"2018-06-19 12:00:00",6772.76
"2018-06-19 13:00:00",6755.06
"2018-06-19 14:00:00",6741.85
"2018-06-19 15:00:00",6743.72
"2018-06-19 16:00:00",6710.85
"2018-06-19 17:00:00",6720.62
"2018-06-19 18:00:00",6712.74
"2018-06-19 19:00:00",6742.46
"2018-06-19 20:00:00",6695.34
"2018-06-19 21:00:00",6719.97
"2018-06-19 22:00:00",6724.3
"2018-06-19 23:00:00",6741.46
"2018-06-20 01:00:00",6669.91
"2018-06-20 02:00:00",6621.83
"2018-06-20 03:00:00",6607.34
"2018-06-20 04:00:00",6611.77
"2018-06-20 05:00:00",6603
"2018-06-20 06:00:00",6596.73
"2018-06-20 07:00:00",6621.68
"2018-06-20 08:00:00",6627.55
"2018-06-20 09:00:00",6637.47
"2018-06-20 10:00:00",6641.56
"2018-06-20 11:00:00",6623.95
"2018-06-20 12:00:00",6632.4
"2018-06-20 13:00:00",6619.68
"2018-06-20 14:00:00",6730.87
"2018-06-20 15:00:00",6758.67
"2018-06-20 16:00:00",6756.08
"2018-06-20 16:01:00",6760.18